Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,Media
5319028119,"May 18, 2021, 5:10:31 PM",Evening Run,Run,,3409,8.29,,,false,,,activities/5665768862.fit.gz,,,3409.0,3230.0,8290.0,4.9,2.567,127.0,335.0,13.0,224.0,45.5,-2.5,,,104.0,82.0,,,,,562.0,,26.0,,,,,,,,,,,,,,0.0,,1.0,9475.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5322120480,"May 19, 2021, 7:38:21 AM",Morning Run,Run,,6247,18.02,,,false,,,activities/5668969775.fit.gz,,,6247.0,6180.0,18022.0,13.0,2.916,281.0,285.0,11.0,146.0,48.1,0.0,,,99.0,84.0,,,,,1234.0,,25.0,,,,,,,,,,,,,,0.0,,1.0,19521.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5324497429,"May 19, 2021, 4:19:00 PM",Fartlek,Run,"",3983,8.81,,,false,,,activities/5671438275.fit.gz,,,3983.0,3860.0,8810.0,7.6,2.282,437.0,439.0,20.0,207.0,47.6,0.0,,,109.0,84.0,,,,,577.0,,24.0,,,,,,,,,,,,0.0,,0.0,,1.0,11598.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5332930000,"May 21, 2021, 8:22:34 AM",Morning Run,Run,,5210,10.27,,,false,,,activities/5680185541.fit.gz,,,5210.0,4634.0,10273.0,5.7,2.217,373.0,591.0,5.0,240.0,45.5,-2.1,,,109.0,80.0,,,,,685.0,,27.0,,,,,,,,,,,,,,0.0,,1.0,13118.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5332931132,"May 21, 2021, 8:04:03 AM",Crono la Bola-Lliga 8 Cims,Run,"",1012,2.16,,,false,,,activities/5680186815.fit.gz,,,1012.0,975.0,2168.0,5.2,2.224,261.0,41.0,5.0,227.0,49.5,10.2,,,101.0,75.0,,,,,138.0,,26.0,,,,,,,,,,,,0.0,,0.0,,1.0,3817.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5340738784,"May 22, 2021, 4:08:45 PM",Evening Run,Run,,3690,12.01,,,false,,,activities/5688355801.fit.gz,,,3690.0,3674.0,12018.0,9.5,3.271,188.0,193.0,3.0,145.0,46.2,0.0,,,115.0,88.0,,,,,834.0,,25.0,,,,,,,,,,,,,,0.0,,1.0,12993.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5348702210,"May 24, 2021, 8:02:54 AM",Cavall Bernat - Lliga 8Cims,Run,"",1818,3.02,,,false,,,activities/5696679750.fit.gz,,,1818.0,1722.0,3026.0,3.9,1.757,508.0,0.0,79.0,589.0,46.7,16.9,,,99.0,72.0,,,,,185.0,,26.0,,,,,,,,,,,,0.0,,0.0,,1.0,6210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/861bb984-d8bd-453b-ad21-860dfe956e89.jpg
5351071157,"May 24, 2021, 3:09:32 PM",Afternoon Run,Run,,5753,18.36,,,false,,,activities/5699150328.fit.gz,,,5753.0,5681.0,18364.0,9.2,3.233,283.0,289.0,11.0,141.0,47.6,0.0,,,98.0,86.0,,,,,1265.0,,29.0,,,,,,,,,,,,,,0.0,,1.0,19952.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5373664000,"May 28, 2021, 4:05:48 AM",Posets 3369m,Hike,"",24648,10.18,,,false,,,activities/5722644249.fit.gz,,,24648.0,9045.0,10186.0,7.5,1.126,1321.0,1342.0,2110.0,3359.0,49.5,-0.2,,,,,,,,,,,21.0,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/25a80401-4cd7-40cc-802a-e9dd32462bd3.jpg
5377971318,"May 29, 2021, 4:28:38 AM",Perdiguero 3222m,Hike,"",35476,15.10,,,false,,,activities/5727138402.fit.gz,,,35476.0,14042.0,15106.0,5.0,1.076,1684.7,1704.0,1605.3,3187.0,49.1,0.0,,,,,,,,,,,22.0,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/628696bb-1107-4cf1-a75b-82e1f3c8fc04.jpg
5384896963,"May 30, 2021, 3:39:34 PM",Afternoon Run,Run,,3815,12.02,,,false,,,activities/5734364179.fit.gz,,,3815.0,3803.0,12026.0,11.3,3.162,192.0,189.0,6.0,150.0,46.2,0.0,,,110.0,86.0,,,,,838.0,,28.0,,,,,,,,,,,,,,0.0,,1.0,13055.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5390559993,"May 31, 2021, 4:46:48 PM",Evening Run,Run,,6685,10.79,,,false,,,activities/5740290325.fit.gz,,,6685.0,5090.0,10791.0,6.3,2.12,774.0,800.0,21.0,625.0,45.5,-0.3,,,112.0,78.0,,,,,719.0,,23.0,,,,,,,,,,,,,,0.0,,1.0,16012.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5401533377,"Jun 2, 2021, 3:55:44 PM",Afternoon Run,Run,,2746,10.06,,,false,,,activities/5751710617.fit.gz,,,2746.0,2740.0,10059.0,7.7,3.671,75.0,78.0,-6.0,39.0,16.7,-0.1,,,101.0,89.0,,,,,694.0,,27.0,,,,,,,,,,,,,,0.0,,1.0,10428.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5407104627,"Jun 3, 2021, 3:28:34 PM",Cronoescalada Les Creus - Lliga 8Cims,Run,"",1334,1.22,,,false,,,activities/5757524983.fit.gz,,,1334.0,807.0,1221.0,6.5,1.513,454.0,0.0,70.0,525.0,48.2,37.2,,,99.0,54.0,,,,,73.0,,29.0,,,,,,,,,,,,0.0,,0.0,,1.0,3762.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/63792d91-eae5-42cb-bb58-ae664cb8889d.jpg
5412970007,"Jun 4, 2021, 3:04:31 PM",Afternoon Run,Run,,6040,9.04,,,false,,,activities/5763670613.fit.gz,,,6040.0,4425.0,9045.0,7.8,2.044,635.0,624.0,17.0,625.0,45.5,0.1,,,110.0,76.0,,,,,587.0,,27.0,,,,,,,,,,,,,,0.0,,1.0,13609.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5416689228,"Jun 5, 2021, 10:09:06 AM",Lunch Run,Run,,4346,15.09,,,false,,,activities/5767570841.fit.gz,,,4346.0,4326.0,15091.0,5.4,3.488,33.0,45.0,-10.0,15.0,26.7,0.0,,,100.0,87.0,,,,,1045.0,,24.0,,,,,,,,,,,,,,0.0,,1.0,15646.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5422402034,"Jun 6, 2021, 8:25:23 AM",Volta al Bou en Mixte,Run,"",6116,18.35,,,false,,,activities/5773561539.fit.gz,,,6116.0,6099.0,18351.0,6.9,3.009,279.0,285.0,9.0,148.0,49.0,0.0,,,98.0,86.0,,,,,1273.0,,27.0,,,,,,,,,,,,0.0,,0.0,,1.0,19863.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5428283152,"Jun 7, 2021, 7:44:24 AM",Morning Run,Run,,8946,14.04,,,false,,,activities/5779729269.fit.gz,,,8946.0,7439.0,14039.0,9.1,1.887,934.0,936.0,9.0,629.0,49.6,0.0,,,104.0,73.0,,,,,897.0,,28.0,,,,,,,,,,,,,,0.0,,1.0,20771.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5435386669,"Jun 8, 2021, 2:30:40 PM",Afternoon Ride,Ride,,4673,33.87,,,false,,,activities/5787112104.fit.gz,,,4673.0,4641.0,33870.0,11.6,7.298,96.0,102.0,10.0,37.0,16.7,0.0,,,,,,,,,,,27.0,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5439193813,"Jun 9, 2021, 7:20:01 AM","Cronoescalada ""La Mola"" - Lliga 8Cims",Run,"",1905,2.93,,,false,,,activities/5791085631.fit.gz,,,1905.0,1734.0,2929.0,6.0,1.689,577.0,0.0,38.0,618.0,49.5,19.8,,,95.0,66.0,,,,,180.0,,26.0,,,,,,,,,,,,0.0,,0.0,,1.0,6602.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/d4f16209-c42b-4588-b80b-b213548d8200.jpg
5439400528,"Jun 9, 2021, 8:02:57 AM",Morning Run,Run,,3694,7.51,,,false,,,activities/5791305856.fit.gz,,,3694.0,3514.0,7518.0,10.7,2.139,229.0,829.0,18.0,618.0,49.0,-8.0,,,129.0,80.0,,,,,466.0,,26.0,,,,,,,,,,,,,,0.0,,1.0,9664.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5447563390,"Jun 10, 2021, 4:14:46 PM",Evening Run,Run,,4147,15.10,,,false,,,activities/5799810482.fit.gz,,,4147.0,4147.0,15099.0,6.8,3.641,48.0,51.0,-34.0,28.0,25.0,0.1,,,100.0,88.0,,,,,1035.0,,28.0,,,,,,,,,,,,,,0.0,,1.0,15625.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5458379902,"Jun 12, 2021, 4:08:20 PM",Evening Run,Run,,2910,10.19,,,false,,,activities/5811080311.fit.gz,,,2910.0,2897.0,10194.0,10.6,3.519,72.0,75.0,11.0,49.0,25.0,0.0,,,98.0,88.0,,,,,709.0,,30.0,,,,,,,,,,,,,,0.0,,1.0,10501.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5473277170,"Jun 15, 2021, 5:39:21 AM",Morning Run,Run,,14970,21.22,,,false,,,activities/5826601218.fit.gz,,,14970.0,11105.0,21226.0,4.4,1.911,1427.0,1434.0,106.0,607.0,49.5,0.0,,,112.0,74.0,,,,,1367.0,,27.0,,,,,,,,,,,,,,0.0,,1.0,31350.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5476010601,"Jun 15, 2021, 5:17:45 PM",La Mola x 3🐗,Run,"",7943,12.36,,,false,,,activities/5829431559.fit.gz,,,7943.0,6876.0,12363.0,5.9,1.798,1031.0,1024.0,30.0,614.0,47.6,0.0,,,109.0,75.0,,,,,712.0,,26.0,,,,,,,,,,,,0.0,,0.0,,1.0,19922.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5485913387,"Jun 17, 2021, 4:02:48 PM",Cronoescalada el Toro - Lliga 8 Cims,Run,"",1358,1.51,,,false,,,activities/5839735536.fit.gz,,,1358.0,924.0,1517.0,6.0,1.642,410.0,10.0,49.0,455.0,49.5,26.2,,,100.0,55.0,,,,,96.0,,30.0,,,,,,,,,,,,0.0,,0.0,,1.0,3931.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/946ac135-e838-4cba-a45e-eab43995d02d.jpg|media/55185e95-a6f5-4f87-a3fc-78db4920db2c.jpg
5486618729,"Jun 17, 2021, 4:31:35 PM",Evening Run,Run,,7135,12.31,,,false,,,activities/5840466395.fit.gz,,,7135.0,6939.0,12316.0,4.3,1.775,672.0,1041.0,76.0,536.0,45.5,-3.0,,,107.0,75.0,,,,,764.0,,29.0,,,,,,,,,,,,,,0.0,,1.0,17476.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5489186507,"Jun 18, 2021, 7:33:45 AM",Morning Run,Run,,4587,15.08,,,false,,,activities/5843149742.fit.gz,,,4587.0,4576.0,15086.0,5.6,3.297,6.0,3.0,-5.0,7.0,16.7,-0.1,,,98.0,88.0,,,,,1047.0,,28.0,,,,,,,,,,,,,,0.0,,1.0,15319.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5499194346,"Jun 20, 2021, 5:18:15 AM",Morning Run,Run,,4813,3.01,,,false,,,activities/5853614369.fit.gz,,,4813.0,2323.0,3015.0,2.9,1.298,634.0,18.0,209.0,829.0,45.5,20.5,,,104.0,50.0,,,,,185.0,,23.0,,,,,,,,,,,,,,0.0,,1.0,7050.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5500271482,"Jun 20, 2021, 8:57:28 AM",Morning Ride,Ride,,4493,33.71,,,false,,,activities/5854728491.fit.gz,,,4493.0,4493.0,33717.0,11.8,7.504,115.0,117.0,13.0,37.0,15.0,0.0,,,,,,,,,,,27.0,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5512780111,"Jun 22, 2021, 4:08:53 PM",Cronoescalada Monduver - Lliga 8 Cims,Run,"",2148,2.98,,,false,,,activities/5867765069.fit.gz,,,2148.0,1814.0,2979.0,4.8,1.642,658.0,6.0,176.0,828.0,49.0,21.9,,,94.0,63.0,,,,,171.0,,28.0,,,,,,,,,,,,0.0,,0.0,,1.0,7060.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/716380b2-7547-4770-a3b7-298b7ef93d15.jpg|media/57659dfe-c594-48c0-bfa7-2dce5b9686fb.jpg|media/191d1730-282e-4514-b127-c39a2a32bf2f.jpg|media/d240465c-12e8-4157-92fe-d32531e5fb10.jpg
5512787309,"Jun 22, 2021, 4:50:11 PM",Evening Run,Run,,3900,8.19,,,false,,,activities/5867772304.fit.gz,,,3900.0,3346.0,8192.0,4.2,2.448,105.0,1485.0,68.4,809.3,27.8,-9.0,,,130.0,83.0,,,,,573.0,,26.0,,,,,,,,,,,,,,0.0,,1.0,8901.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5518733923,"Jun 23, 2021, 5:23:39 PM",Evening Run,Run,,4649,15.10,,,false,,,activities/5873956543.fit.gz,,,4649.0,4643.0,15099.0,4.0,3.252,33.0,39.0,3.0,18.0,35.7,0.0,,,95.0,86.0,,,,,1049.0,,26.0,,,,,,,,,,,,,,0.0,,1.0,15640.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5526208703,"Jun 25, 2021, 9:22:25 AM",Lunch Ride,Ride,,5374,39.86,,,false,,,activities/5881743850.fit.gz,,,5374.0,5374.0,39869.0,12.4,7.419,84.0,81.0,11.0,36.0,14.3,0.0,,,,,,,,,,,29.0,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5532930626,"Jun 26, 2021, 2:07:21 PM",Afternoon Ride,Ride,,6292,43.21,,,false,,,activities/5888757297.fit.gz,,,6292.0,6228.0,43217.0,14.0,6.939,231.0,216.0,14.0,123.0,31.3,0.0,,,,,,,,,,,32.0,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5543886185,"Jun 28, 2021, 5:20:34 PM","Cronoescalada ""El Portell-Llauri"" Lliga 8Cims",Run,"",1443,2.17,,,false,,,activities/5900207312.fit.gz,,,1443.0,1336.0,2170.0,6.0,1.624,385.0,22.0,138.0,502.0,49.0,16.8,,,103.0,66.0,,,,,124.0,,28.0,,,,,,,,,,,,0.0,,0.0,,1.0,4652.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/7eef877c-a9be-4279-8989-a019a5bae3e7.jpg|media/e641fb06-5ffc-4c47-bc8b-624c73ca48a2.jpg
5551899495,"Jun 30, 2021, 7:20:01 AM",Morning Run,Run,,5877,18.35,,,false,,,activities/5908540624.fit.gz,,,5877.0,5868.0,18356.0,9.3,3.128,292.0,299.0,10.0,175.0,48.5,0.0,,,98.0,86.0,,,,,1271.0,,29.0,,,,,,,,,,,,,,0.0,,1.0,19768.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5559805355,"Jul 1, 2021, 4:18:22 PM",Evening Run,Run,,6524,11.90,,,false,,,activities/5916753825.fit.gz,,,6524.0,5499.0,11901.0,9.0,2.164,585.0,582.0,15.0,510.0,49.5,0.0,,,106.0,77.0,,,,,761.0,,30.0,,,,,,,,,,,,,,0.0,,1.0,15917.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5562351008,"Jul 2, 2021, 8:41:53 AM",Morning Ride,Ride,,5577,40.13,,,false,,,activities/5919408529.fit.gz,,,5577.0,5577.0,40134.0,10.6,7.196,78.0,76.0,8.0,32.0,11.8,0.0,,,,,,,,,,,30.0,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5564686986,"Jul 2, 2021, 5:53:57 PM",Evening Run,Run,,4542,15.11,,,false,,,activities/5921841699.fit.gz,,,4542.0,4539.0,15115.0,5.7,3.33,107.0,119.0,-4.0,11.0,33.3,0.0,,,99.0,86.0,,,,,1048.0,,28.0,,,,,,,,,,,,,,0.0,,1.0,16296.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5571705108,"Jul 4, 2021, 6:00:03 AM",Trail Bronchales 🐗 torne al 🔥💪🐗,Run,"",4556,12.48,,,false,,,activities/5929187118.fit.gz,,,4556.0,4378.0,12482.0,7.0,2.851,613.0,569.0,1560.0,1875.0,49.2,0.4,,,120.0,79.0,,,,,849.0,,20.0,,,,,,,,,,,,0.0,,0.0,,1.0,16158.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5582886304,"Jul 6, 2021, 7:42:47 AM",Morning Run,Run,,3244,10.03,,,false,,,activities/5940875536.fit.gz,,,3244.0,3239.0,10038.0,13.1,3.099,72.0,72.0,8.0,47.0,20.0,0.0,,,97.0,85.0,,,,,683.0,,33.0,,,,,,,,,,,,,,0.0,,1.0,10411.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5588648310,"Jul 7, 2021, 8:49:25 AM",Morning Ride,Ride,,5292,40.13,,,false,,,activities/5946880624.fit.gz,,,5292.0,5267.0,40137.0,13.0,7.62,78.0,82.0,7.0,31.0,12.5,0.0,,,,,,,,,,,30.0,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5590427413,"Jul 7, 2021, 4:12:39 PM",Evening Run,Run,,2829,6.48,,,false,,,activities/5948738831.fit.gz,,,2829.0,2817.0,6484.0,7.6,2.302,399.0,399.0,19.0,174.0,47.6,0.0,,,115.0,84.0,,,,,434.0,,29.0,,,,,,,,,,,,,,0.0,,1.0,9463.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5595651191,"Jul 8, 2021, 4:56:47 PM",Bahía Park-La Bola Liga 8 Cims,Run,"",677,0.91,,,false,,,activities/5954179266.fit.gz,,,677.0,664.0,916.0,4.3,1.38,234.0,18.0,-3.0,214.0,46.5,23.7,,,96.0,62.0,,,,,52.0,,31.0,,,,,,,,,,,,0.0,,0.0,,1.0,2478.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/c6994c0f-8ed7-4f8e-afec-4d90c216649f.jpg
5596003146,"Jul 8, 2021, 5:14:44 PM",Evening Run,Run,,2625,7.12,,,false,,,activities/5954543141.fit.gz,,,2625.0,2612.0,7126.0,5.0,2.728,75.0,293.0,-8.0,214.0,42.9,-3.1,,,97.0,84.0,,,,,493.0,,28.0,,,,,,,,,,,,,,0.0,,1.0,7751.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5598788360,"Jul 9, 2021, 8:31:40 AM",Morning Ride,Ride,,5175,33.64,,,false,,,activities/5957442843.fit.gz,,,5175.0,5152.0,33639.0,10.4,6.529,108.0,111.0,12.0,37.0,13.3,0.0,,,,,,,,,,,28.0,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,,,,,,,,,,,,,,,,,,""
