ID de actividad,Fecha de la actividad,Nombre de la actividad,Tipo de actividad,Descripción de la actividad,Tiempo transcurrido,Distancia,Ritmo cardiaco máximo,Esfuerzo Relativo,Desplazamiento,Nota privada de actividad,Equipamiento de la actividad,Nombre del archivo,Peso del deportista,Peso de la bicicleta,Tiempo transcurrido,Tiempo en movimiento,Distancia,Velocidad máxima,Velocidad promedio,Desnivel positivo,Desnivel negativo,Desnivel bajo,Desnivel alto,Pendiente máxima,Pendiente promedio,Pendiente positiva promedio,Pendiente negativa promedio,Cadencia máx.,Cadencia promedio,Ritmo cardiaco máximo,Ritmo cardiaco promedio,Vatios máx.,Vatios promedio,Calorías,Temperatura máx.,Temperatura promedio,Esfuerzo Relativo,Trabajo total,Número de carreras,Tiempo en ascenso,Tiempo en descenso,Otro tiempo,Esfuerzo Percibido,Tipo,Hora de inicio,Potencia promedio ponderada,Recuento de potencia,Usar Esfuerzo Percibido,Esfuerzo Relativo percibido,Desplazamiento,Peso total levantado,Desde la carga,Distancia ajustada en pendientes,Hora de observación meteorológica,Condición meteorológica,Temperatura meteorológica,Temperatura aparente,Punto de rocío,Humedad,Presión meteorológica,Velocidad del viento,Ráfaga de viento,Dirección del viento,Intensidad de precipitación,Hora del amanecer,Hora del atardecer,Fase lunar,Bicicleta,Equipamiento,Probabilidad de precipitación,Tipo de precipitación,Nubosidad,Visibilidad meteorológica,Índice UV,Ozono meteorológico,Recuento de saltos,Grit total,Flow promedio,Denunciado,Velocidad promedio durante el tiempo transcurrido,Distancia en tierra,Distancia recientemente explorada,Distancia en rampas de tierra recientemente explorada,Recuento de actividades,Total de pasos,Ahorro en carbono,Largo de la piscina,Carga de entrenamiento,Intensidad,Ritmo ajustado en pendientes promedio,Tiempo cronometrado,Ciclos en total,Recuperación,Con mascota,Competición,Carrera de larga distancia,Por una causa,Multimedia
437142136,"22 nov 2015, 10:33:48",Cross Urbano Artillería 6k,Carrera,"",1633,"6,38",,,false,,,activities/437142136.gpx,68.0,,1633.0,1600.0,6387.2,6.0,,65.5,,1.0,36.7,18.3,0.0,,,,,,,,,548.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/5B33AD56-851D-4C13-8A96-706E3D9B095F.jpg
439212762,"25 nov 2015, 16:49:14",Carrera a la tarde,Carrera,,2723,"10,08",,,false,,,activities/439212762.gpx,68.0,,2723.0,2723.0,10087.5,5.3,,88.2,,4.0,93.4,8.3,-0.1,,,,,,,,,847.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
441244440,"29 nov 2015, 8:52:38",Se nota cuando corres con alguien que no lleva tu ritmo ,Carrera,"",4159,"12,60",,,false,,,activities/441244440.gpx,68.0,,4159.0,4159.0,12599.2,5.1,,35.9,,-2.3,23.8,14.0,0.0,,,,,,,,,1060.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
442994041,"2 dic 2015, 10:14:28",Carrera a la hora del almuerzo,Carrera,,2422,"8,83",,,false,,,activities/442994041.gpx,68.0,,2422.0,2422.0,8831.1,5.5,,99.3,,5.0,93.4,8.0,-0.1,,,,,,,,,745.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
452171034,"18 dic 2015, 13:50:31","Después de 2 semanas sin correr por lesión en el trapecio he salido a correr ,e intentado bajar el ritmo y el recorrido,pero al final mi ritmo está ahí ",Carrera,"",1133,"4,18",,,false,,,activities/452171034.gpx,68.0,,1133.0,1133.0,4182.2,4.9,,12.2,,4.0,22.8,7.4,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
453625379,"20 dic 2015, 19:54:02",Carrera vespertina,Carrera,,1659,"6,11",,,false,,,activities/453625379.gpx,68.0,,1659.0,1659.0,6112.0,5.3,,28.3,,3.9,22.7,8.3,-0.1,,,,,,,,,513.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
468863494,"12 ene 2016, 17:03:26",Después de la última salida el día 20/12 no me he vuelto ha poner las zapatillas y me ha costado hacerlo.He aguantado los 8k pero el ritmo ...,Carrera,"",2452,"8,08",,,false,,,activities/468863494.gpx,68.0,,2452.0,2447.0,8079.7,4.3,,85.6,,6.3,93.7,9.1,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
470102087,"14 ene 2016, 11:00:58",Subida al Roldán por la cuerda y bajada por las zetas,Carrera,"",3150,"6,12",,,false,,,activities/470102087.gpx,68.0,,3150.0,2895.0,6121.0,6.0,,450.1,,84.1,471.3,49.7,0.3,,,,,,,,,712.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/FB855F53-E2FF-4B3C-9741-9E2DBA4D82F7.jpg
473864970,"19 ene 2016, 16:17:23",Carrera a la tarde,Carrera,,5822,"12,52",,,false,,,activities/473864970.gpx,68.0,,5822.0,5206.0,12528.7,4.8,,149.6,,6.4,93.5,8.2,0.0,,,,,,,,,1061.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
475036157,"21 ene 2016, 9:21:47",Carrera matutina,Carrera,,3186,"10,96",,,false,,,activities/475036157.gpx,68.0,,3186.0,3171.0,10965.0,4.9,,119.0,,7.0,94.0,8.9,-0.1,,,,,,,,,924.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
477087661,"24 ene 2016, 8:01:46",Subida a Fajardo (explorando nuevas rutas ,Carrera,"",4182,"11,46",,,false,,,activities/477087661.gpx,68.0,,4182.0,4108.0,11466.7,5.1,,323.6,,4.1,98.3,47.1,0.0,,,,,,,,,1103.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
478259170,"25 ene 2016, 16:42:43",Otra salida en solitario...,Carrera,"",2140,"7,69",,,false,,,activities/478259170.gpx,68.0,,2140.0,2136.0,7694.1,5.8,,173.3,,4.0,86.6,38.8,0.0,,,,,,,,,716.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
480992671,"29 ene 2016, 9:18:31",Carrera matutina,Carrera,,2441,"8,55",,,false,,,activities/480992671.gpx,68.0,,2441.0,2428.0,8552.3,4.7,,100.0,,6.7,93.8,8.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
484412407,"2 feb 2016, 16:14:09",Carrera a la tarde,Carrera,"",11502,"19,30",,,false,,,activities/484412407.gpx,68.0,,11502.0,9122.0,19300.4,5.1,,426.1,,5.0,302.6,49.7,0.0,,,,,,,,,1726.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
486561930,"5 feb 2016, 17:42:56",Vuelta a tentegorra x2,Carrera,"",2896,"10,59",,,false,,,activities/486561930.gpx,68.0,,2896.0,2891.0,10597.8,5.0,,118.3,,5.0,93.3,8.9,0.0,,,,,,,,,895.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
488719977,"8 feb 2016, 10:20:37",Cogiendo fondo para las fortalezas ,Carrera,"",4789,"15,65",,,false,,,activities/488719977.gpx,68.0,,4789.0,4758.0,15656.2,5.5,,330.0,,4.3,98.3,44.2,0.0,,,,,,,,,1437.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/AAEB77A8-A619-43AA-A7BF-7B0A87998418.jpg
490868467,"11 feb 2016, 7:51:52",Mi primer 21.1k ,Carrera,"",6042,"21,17",,,false,,,activities/490868467.gpx,68.0,,6042.0,6042.0,21173.7,5.5,,209.8,,-2.2,50.0,42.5,0.0,,,,,,,,,1856.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
494887306,"16 feb 2016, 16:12:46",Carrera a la tarde,Carrera,,2418,"8,70",,,false,,,activities/494887306.gpx,68.0,,2418.0,2418.0,8705.3,5.0,,85.1,,6.8,93.0,8.6,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
499671455,"22 feb 2016, 14:16:39",Caminata a Los Castillos ,Carrera,"",5446,"7,86",,,false,,,activities/499671455.gpx,68.0,,5446.0,5307.0,7864.9,3.1,,413.4,,43.3,290.3,44.7,0.0,,,,,,,,,841.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
500569560,"23 feb 2016, 16:10:35","Caminata con mi nena,primera vez sube a Fajardo",Carrera,"",8755,"14,36",,,false,,,activities/500569560.gpx,68.0,,8755.0,8426.0,14365.2,4.3,,344.3,,3.9,98.3,47.7,0.0,,,,,,,,,1336.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
506249975,"1 mar 2016, 17:29:24",Carrera vespertina,Carrera,,2951,"10,78",,,false,,,activities/506249975.gpx,68.0,,2951.0,2951.0,10782.1,8.1,,118.5,,5.0,93.2,9.0,-0.1,,,,,,,,,909.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
512612060,"9 mar 2016, 17:02:57",Carrera vespertina,Carrera,,3050,"10,76",,,false,,,activities/512612060.gpx,68.0,,3050.0,3037.0,10766.9,4.5,,113.9,,6.7,93.5,9.2,0.0,,,,,,,,,909.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
514183740,"11 mar 2016, 17:19:17",Vuelta a tentegorra x 2,Carrera,"",3020,"10,95",,,false,,,activities/514183740.gpx,68.0,,3020.0,3020.0,10957.4,5.4,,115.4,,6.8,93.0,8.8,0.0,,,,,,,,,925.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
515633861,"13 mar 2016, 9:02:16",Media maratón Murcia 2016,Carrera,"",5998,"21,35",,,false,,Salomon Sense Mantra 3,activities/515633861.gpx,67.0,,5998.0,5943.0,21350.6,10.6,,86.2,,42.1,64.1,10.8,0.0,,,,,,,,,1809.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1709861.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/38277BF8-82AB-4815-B7D7-761CD146F7F4.jpg
519193094,"17 mar 2016, 8:50:00",Galeras,Carrera,"",4066,"13,82",,,false,,,activities/519193094.gpx,68.0,,4066.0,3999.0,13820.2,5.9,,325.6,,4.3,197.4,45.0,0.0,,,,,,,,,1319.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
521812955,"20 mar 2016, 11:18:32",Bateria de Cenizas,Carrera,"",1273,"4,15",,,false,,,activities/521812955.gpx,68.0,,1273.0,1273.0,4154.2,5.2,,226.2,,143.0,298.1,49.1,2.0,,,,,,,,,448.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/8C62BF08-51B6-4F0C-9C4C-BF2854F24203.jpg
708080657,"11 sept 2016, 8:15:59",Retorno después de 3 meses ...,Carrera,"",6780,"13,94",,,false,,,activities/708080657.gpx,68.0,,6780.0,6387.0,13947.9,4.9,,420.7,,6.5,302.8,48.6,0.1,,,,,,,,,1285.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
710992140,"13 sept 2016, 16:29:37",Cojiendo ritmo ,Carrera,,2462,"7,82",,,false,,,activities/710992140.gpx,68.0,,2462.0,2442.0,7822.4,6.3,,85.9,,6.8,93.3,8.0,-0.1,,,,,,,,,658.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
713397115,"15 sept 2016, 17:16:47",Progresando,Carrera,"",2496,"8,25",,,false,,,activities/713397115.gpx,68.0,,2496.0,2483.0,8258.3,5.2,,86.1,,6.6,93.2,9.0,-0.1,,,,,,,,,697.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
717990903,"19 sept 2016, 17:29:13",Un poco más...,Carrera,"",2506,"8,46",,,false,,,activities/717990903.gpx,68.0,,2506.0,2482.0,8460.8,5.6,,86.1,,6.5,93.3,9.2,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
720234979,"21 sept 2016, 17:23:46",+ en solitario,Carrera,"",2687,"9,28",,,false,,,activities/720234979.gpx,68.0,,2687.0,2687.0,9287.3,6.4,,105.5,,6.5,94.0,8.6,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
724118822,"25 sept 2016, 8:54:26",Ya estoy en los 10k ,Carrera,"",3023,"10,01",,,false,,Salomon Sense Mantra 3,activities/724118822.gpx,68.0,,3023.0,2999.0,10017.8,6.1,,172.0,,4.0,84.1,37.1,-0.1,,,,,,,,,901.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1709861.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/B303618F-E7FF-4AC8-A8AF-4D08B58390E8.jpg
726897619,"27 sept 2016, 16:45:08",Enséñame tus piernas y te diré por donde corres ,Carrera,"",3426,"11,42",,,false,,Salomon Sense Mantra 3,activities/726897619.gpx,68.0,,3426.0,3416.0,11426.5,6.1,,118.9,,6.4,92.9,8.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1709861.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/7DFA37FF-FD76-4C9A-8207-DA265BA74A53.jpg
729055499,"29 sept 2016, 17:16:44",Carrera de noche,Carrera,,2849,"10,01",,,false,,Salomon Sense Mantra 3,activities/729055499.gpx,68.0,,2849.0,2816.0,10013.9,5.3,,102.8,,6.5,93.6,9.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1709861.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
732279928,"2 oct 2016, 16:11:07",Carrera de noche,Carrera,,3126,"10,60",,,false,,Salomon Sense Mantra 3,activities/732279928.gpx,68.0,,3126.0,3121.0,10606.1,6.3,,120.3,,6.5,93.5,8.9,-0.1,,,,,,,,,894.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1709861.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
734314219,"4 oct 2016, 16:46:47",Fajardo ,Carrera,"",3862,"13,05",,,false,,Salomon Sense Mantra 3,activities/734314219.gpx,68.0,,3862.0,3854.0,13055.9,7.8,,302.5,,4.0,98.3,46.4,-0.1,,,,,,,,,1217.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1709861.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
744927952,"15 oct 2016, 6:10:16",Fajardo,Carrera,"",3853,"13,15",,,false,,Salomon Sense Mantra 3,activities/744927952.gpx,68.0,,3853.0,3847.0,13152.9,6.3,,331.3,,4.3,98.1,41.1,-0.1,,,,,,,,,1232.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1709861.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
754610153,"10 oct 2016, 17:38:48",Carrera de noche,Carrera,,2430,"8,50",161.0,174,false,,Salomon Sense Mantra 3,activities/833858810.fit.gz,68.0,,2430.0,2398.0,8502.6,4.4,,85.9,,5.0,93.4,17.5,-0.1,,,96.0,92.0,161.0,149.0,,,,,,174.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1709861.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
754610244,"13 oct 2016, 15:28:20",Carrera de tarde,Carrera,,1604,"5,61",159.0,26,false,,Salomon Sense Mantra 3,activities/833858907.fit.gz,68.0,,1604.0,1604.0,5612.0,5.2,,96.8,,13.7,93.3,7.3,0.7,,,96.0,91.0,159.0,134.0,,,488.0,,,26.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1709861.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
756747070,"26 oct 2016, 17:01:12",Carrera de noche,Carrera,,2410,"8,54",148.0,39,false,,Salomon Sense Mantra 3,activities/836306786.fit.gz,68.0,,2410.0,2407.0,8539.3,5.9,,87.4,,5.2,93.4,10.9,0.0,,,96.0,91.0,148.0,136.0,,,721.0,,,39.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1709861.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
760860265,"30 oct 2016, 16:48:15",Carrera de tarde,Carrera,,2490,"8,92",164.0,183,false,,Salomon Sense Mantra 3,activities/841076525.fit.gz,68.0,,2490.0,2487.0,8919.7,4.8,,99.7,,6.5,93.4,15.7,0.0,,,96.0,91.0,164.0,150.0,,,754.0,,,183.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1709861.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
763939990,"2 nov 2016, 17:46:34",Carrera de noche,Carrera,,2511,"9,09",164.0,191,false,,Salomon Sense Mantra 3,activities/844679523.fit.gz,68.0,,2511.0,2509.0,9096.7,8.1,,102.5,,5.1,93.0,9.7,0.0,,,97.0,92.0,164.0,155.0,,,769.0,,,191.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1709861.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
767326506,"6 nov 2016, 8:57:01",10K ,Carrera,"",2713,"10,23",,,false,,Salomon Sense Mantra 3,activities/767326506.gpx,67.0,,2713.0,2694.0,10236.3,5.8,,103.4,,6.4,93.8,8.7,-0.1,,,,,,,,,863.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1709861.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
769879861,"8 nov 2016, 17:35:02",Carrera de noche,Carrera,,1439,"5,09",163.0,21,false,,Salomon Sense Mantra 3,activities/851556690.fit.gz,68.0,,1439.0,1439.0,5091.1,4.3,,0.0,,50.5,79.5,4.1,-0.5,,,96.0,91.0,163.0,145.0,,,,,,21.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1709861.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
771690686,"10 nov 2016, 19:20:06",Carrera de noche,Carrera,,2860,"10,36",141.0,78,false,,Salomon Sense Mantra 3,activities/853650803.fit.gz,68.0,,2860.0,2854.0,10368.5,4.4,,118.0,,5.1,93.2,7.3,0.0,,,96.0,92.0,141.0,123.0,,,876.0,,,78.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1709861.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
778026743,"17 nov 2016, 12:34:34",Tendenitis en el empeine...espero acabar bien los 14k del domingo,Carrera,"",2293,"8,50",169.0,88,false,,Salomon Sense Mantra 3,activities/861026324.fit.gz,68.0,,2293.0,2293.0,8502.1,5.0,,87.6,,5.0,93.1,7.4,-0.1,,,97.0,93.0,169.0,129.0,,,715.0,,,88.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1709861.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
780633014,"20 nov 2016, 10:31:10","XV Cross de la Artillería ,falla GPS .Posicion 186 a 4,21.Muy contento del resultado ",Carrera,"",3651,"13,53",193.0,292,false,,Salomon Sense Mantra 3,activities/864142511.fit.gz,68.0,,3651.0,3651.0,13532.1,4.8,,205.2,,0.0,51.4,36.5,-0.1,,,98.0,93.0,193.0,166.0,,,1185.0,,,292.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1709861.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/25283B09-3C4E-4A0E-A84C-5C71EF6E53DC.jpg
785767938,"25 nov 2016, 17:08:47",Carrera de noche,Carrera,,2306,"8,00",165.0,73,false,,Salomon Sense Mantra 3,activities/870045722.fit.gz,68.0,,2306.0,2306.0,8007.5,4.2,,89.5,,5.0,82.7,6.9,0.2,,,94.0,91.0,165.0,129.0,,,,,,73.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1709861.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
973723772,"5 may 2017, 18:16:02",Carrera de noche,Carrera,,2148,"6,56",184.0,211,false,,Salomon Sense Mantra 3,activities/1074987169.fit.gz,68.0,,2148.0,2126.0,6564.3,4.2,,85.1,,5.0,94.0,12.3,-0.1,,,91.0,87.0,184.0,172.0,,,,,,211.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1709861.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
